Gouvernorat,Délégation,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Jendouba,Bou Salem,8207374,19258 m²,près du centre,"puit, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",19258.0,426.18
Jendouba,Bou Salem,7764592,16964 m²,près du centre,"puit, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",16964.0,457.71
Jendouba,Balta,5322109,17141 m²,,"puit, électricité",Olives,"clôture, titre foncier",17141.0,310.49
Jendouba,Bou Salem,6662951,17006 m²,près du centre,"sondage, électricité",Céréales,"clôture, titre foncier",17006.0,391.8
Jendouba,Tabarka,3807467,13691 m²,,"sondage, eau",Olives,"clôture, titre foncier",13691.0,278.1
Jendouba,Balta,358446,6577 m²,,eau,,,6577.0,54.5
Jendouba,Balta,6115054,16216 m²,près du centre,"sondage, électricité",Céréales,"clôture, titre foncier",16216.0,377.1
Jendouba,Bou Salem,3822496,15492 m²,,"puit, eau",,"clôture, titre foncier",15492.0,246.74
Jendouba,Tabarka,2257918,10633 m²,,"sondage, eau",Olives,"clôture, titre foncier",10633.0,212.35
Jendouba,Balta,5251118,17374 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",17374.0,302.24
Jendouba,Balta,6922511,17585 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",17585.0,393.66
Jendouba,Tabarka,6493781,14847 m²,près de la mer,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",14847.0,437.38
Jendouba,Bou Salem,1065196,14348 m²,,eau,,,14348.0,74.24
Jendouba,Balta,272634,5195 m²,,eau,,,5195.0,52.48
Jendouba,Bou Salem,1136814,14597 m²,,eau,,,14597.0,77.88
Jendouba,Balta,2620525,9343 m²,,"puit, eau",,"clôture, titre foncier",9343.0,280.48
Jendouba,Tabarka,6410877,16073 m²,près de la mer,"sondage, électricité",Olives,"clôture, titre foncier",16073.0,398.86
Jendouba,Balta,3048031,6499 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",6499.0,469.0
Jendouba,Bou Salem,2050660,9437 m²,,"sondage, eau",Olives,"clôture, titre foncier",9437.0,217.3
Jendouba,Bou Salem,8544146,18828 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",18828.0,453.8
Jendouba,Bou Salem,3223078,16425 m²,,"sondage, eau",Olives,titre foncier,16425.0,196.23
Jendouba,Tabarka,3357219,13207 m²,,"sondage, eau",Olives,"clôture, titre foncier",13207.0,254.2
Jendouba,Tabarka,2412221,11290 m²,,"sondage, eau",,"clôture, titre foncier",11290.0,213.66
Jendouba,Balta,7275070,16096 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",16096.0,451.98
Jendouba,Balta,3307456,10727 m²,,"puit, électricité",Céréales,"clôture, titre foncier",10727.0,308.33
Jendouba,Bou Salem,6868187,17563 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",17563.0,391.06
Jendouba,Tabarka,4979267,13410 m²,près de la mer,"puit, électricité",Olives,"clôture, titre foncier",13410.0,371.31
Jendouba,Tabarka,695898,7364 m²,,eau,,,7364.0,94.5
Jendouba,Tabarka,7591311,18368 m²,près de la mer,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",18368.0,413.29
Jendouba,Tabarka,1817327,17574 m²,,,,titre foncier,17574.0,103.41
Jendouba,Bou Salem,3026678,9704 m²,,"puit, électricité",Céréales,"clôture, titre foncier",9704.0,311.9
Jendouba,Balta,791381,2847 m²,,"puit, eau",Olives,"clôture, titre foncier",2847.0,277.97
Jendouba,Tabarka,1267418,10614 m²,,,,titre foncier,10614.0,119.41
Jendouba,Bou Salem,710160,3508 m²,,"sondage, eau",,"clôture, titre foncier",3508.0,202.44
Jendouba,Tabarka,2328614,6100 m²,près de la mer,"sondage, électricité",Oliviers,"clôture, titre foncier",6100.0,381.74
Jendouba,Balta,2827668,11866 m²,,"sondage, eau",Olives,"clôture, titre foncier",11866.0,238.3
Jendouba,Bou Salem,4633844,18389 m²,,"sondage, eau",Olives,"clôture, titre foncier",18389.0,251.99
Jendouba,Bou Salem,1806877,5820 m²,,"puit, électricité",Olives,"clôture, titre foncier",5820.0,310.46
Jendouba,Tabarka,1834827,6943 m²,,"sondage, eau",Olives,"clôture, titre foncier",6943.0,264.27
Jendouba,Tabarka,1338305,7452 m²,,"puit, eau",,titre foncier,7452.0,179.59
Jendouba,Tabarka,341594,3869 m²,,eau,,,3869.0,88.29
Jendouba,Tabarka,1550438,8483 m²,,"puit, eau",,titre foncier,8483.0,182.77
Jendouba,Tabarka,1085282,6135 m²,,"sondage, eau",,titre foncier,6135.0,176.9
Jendouba,Balta,3950679,12079 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",12079.0,327.07
Jendouba,Bou Salem,1038959,6237 m²,,"puit, eau",,titre foncier,6237.0,166.58
Jendouba,Balta,1400305,3073 m²,près du centre,"puit, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",3073.0,455.68
Jendouba,Tabarka,1107680,9921 m²,,,,titre foncier,9921.0,111.65
Jendouba,Tabarka,795724,1806 m²,près de la mer,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",1806.0,440.6
Jendouba,Tabarka,2813449,18343 m²,,"puit, eau",Olives,titre foncier,18343.0,153.38
Jendouba,Tabarka,3465380,10630 m²,,"puit, électricité",Céréales,"clôture, titre foncier",10630.0,326.0
Jendouba,Bou Salem,3944017,15727 m²,,"puit, eau",,"clôture, titre foncier",15727.0,250.78
Jendouba,Bou Salem,5956521,14439 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",14439.0,412.53
Jendouba,Tabarka,3500314,8960 m²,près de la mer,"puit, électricité",Céréales,"clôture, titre foncier",8960.0,390.66
Jendouba,Balta,1280355,3890 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",3890.0,329.14
Jendouba,Tabarka,701173,15896 m²,,eau,,,15896.0,44.11
Jendouba,Balta,1719889,4834 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",4834.0,355.79
Jendouba,Balta,5632375,16785 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",16785.0,335.56
Jendouba,Balta,2724399,5519 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",5519.0,493.64
Jendouba,Tabarka,4723769,19461 m²,,"sondage, eau",Olives,"clôture, titre foncier",19461.0,242.73
Jendouba,Tabarka,3335438,10373 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",10373.0,321.55
Jendouba,Balta,892440,5267 m²,,"sondage, eau",Olives,titre foncier,5267.0,169.44
Jendouba,Tabarka,1680994,7109 m²,,"sondage, eau",Olives,"clôture, titre foncier",7109.0,236.46
Jendouba,Tabarka,1802366,7631 m²,,"sondage, eau",,"clôture, titre foncier",7631.0,236.19
Jendouba,Balta,1433140,4599 m²,,"sondage, électricité",Olives,"clôture, titre foncier",4599.0,311.62
Jendouba,Balta,4399589,16359 m²,,"puit, eau",Olives,"clôture, titre foncier",16359.0,268.94
Jendouba,Tabarka,7119662,16082 m²,près de la mer,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",16082.0,442.71
Jendouba,Tabarka,4396716,18169 m²,,"puit, eau",Olives,"clôture, titre foncier",18169.0,241.99
Jendouba,Bou Salem,5313969,12139 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",12139.0,437.76
Jendouba,Tabarka,6123627,16692 m²,près de la mer,"puit, électricité",Olives,"clôture, titre foncier",16692.0,366.86
Jendouba,Bou Salem,2807313,5912 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",5912.0,474.85
Jendouba,Bou Salem,1459505,4951 m²,,"puit, eau",Olives,"clôture, titre foncier",4951.0,294.79
Jendouba,Balta,1176430,7584 m²,,"sondage, eau",Olives,titre foncier,7584.0,155.12
Jendouba,Balta,3808786,15192 m²,,"puit, eau",,"clôture, titre foncier",15192.0,250.71
Jendouba,Tabarka,353812,7933 m²,,eau,,,7933.0,44.6
Jendouba,Bou Salem,1609522,5772 m²,,"puit, eau",Olives,"clôture, titre foncier",5772.0,278.85
Jendouba,Bou Salem,1305537,5203 m²,,"puit, eau",,"clôture, titre foncier",5203.0,250.92
Jendouba,Bou Salem,939836,2039 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",2039.0,460.93
Jendouba,Bou Salem,1013587,18486 m²,,eau,,,18486.0,54.83
Jendouba,Tabarka,2300225,14288 m²,,"puit, eau",,titre foncier,14288.0,160.99
Jendouba,Balta,4213054,12103 m²,,"puit, électricité",Olives,"clôture, titre foncier",12103.0,348.1
Jendouba,Bou Salem,7909574,19302 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",19302.0,409.78
Jendouba,Bou Salem,2332779,8707 m²,,"sondage, eau",,"clôture, titre foncier",8707.0,267.92
Jendouba,Tabarka,2650550,13270 m²,,"sondage, eau",Olives,titre foncier,13270.0,199.74
Jendouba,Balta,1177073,5049 m²,,"puit, eau",Olives,"clôture, titre foncier",5049.0,233.13
Jendouba,Balta,5000649,15529 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",15529.0,322.02
Jendouba,Tabarka,917548,5473 m²,,"puit, eau",Olives,titre foncier,5473.0,167.65
Jendouba,Bou Salem,3475267,18240 m²,,"sondage, eau",,titre foncier,18240.0,190.53
Jendouba,Balta,1854282,7464 m²,,"puit, eau",Olives,"clôture, titre foncier",7464.0,248.43
Jendouba,Balta,402888,2245 m²,,"puit, eau",,titre foncier,2245.0,179.46
Jendouba,Tabarka,1399309,4379 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",4379.0,319.55
Jendouba,Tabarka,472714,2767 m²,,"sondage, eau",,titre foncier,2767.0,170.84
Jendouba,Bou Salem,6238763,15565 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",15565.0,400.82
Jendouba,Bou Salem,1747534,4981 m²,près du centre,"sondage, électricité",Céréales,"clôture, titre foncier",4981.0,350.84
Jendouba,Tabarka,1882273,8273 m²,,"sondage, eau",Olives,"clôture, titre foncier",8273.0,227.52
Jendouba,Balta,1406657,5087 m²,,"sondage, eau",,"clôture, titre foncier",5087.0,276.52
Jendouba,Bou Salem,1552421,5999 m²,,"sondage, eau",Olives,"clôture, titre foncier",5999.0,258.78
Jendouba,Bou Salem,4930462,13909 m²,près du centre,"sondage, électricité",Céréales,"clôture, titre foncier",13909.0,354.48
Jendouba,Bou Salem,3118984,10720 m²,,"puit, eau",Olives,"clôture, titre foncier",10720.0,290.95
Jendouba,Tabarka,569723,7545 m²,,eau,,,7545.0,75.51
Jendouba,Balta,6191005,13843 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",13843.0,447.23
Jendouba,Bou Salem,4830957,10628 m²,près du centre,"puit, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",10628.0,454.55
Jendouba,Tabarka,1568845,3236 m²,près de la mer,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3236.0,484.81
Jendouba,Tabarka,1896666,5680 m²,,"sondage, électricité",Olives,"clôture, titre foncier",5680.0,333.92
Jendouba,Tabarka,3120793,12146 m²,,"sondage, eau",Olives,"clôture, titre foncier",12146.0,256.94
Jendouba,Bou Salem,1115673,14842 m²,,eau,,,14842.0,75.17
Jendouba,Tabarka,883856,2435 m²,près de la mer,"puit, électricité",Olives,"clôture, titre foncier",2435.0,362.98
Jendouba,Balta,3214334,9762 m²,,"sondage, électricité",Olives,"clôture, titre foncier",9762.0,329.27
Jendouba,Bou Salem,2650198,18385 m²,,,,titre foncier,18385.0,144.15
Jendouba,Bou Salem,121417,2973 m²,,eau,,,2973.0,40.84
Jendouba,Bou Salem,313916,3062 m²,,,,titre foncier,3062.0,102.52
Jendouba,Bou Salem,216113,1772 m²,,,,titre foncier,1772.0,121.96
Jendouba,Tabarka,2305532,4726 m²,près de la mer,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",4726.0,487.84
Jendouba,Tabarka,1968073,13110 m²,,"puit, eau",Olives,titre foncier,13110.0,150.12
Jendouba,Tabarka,7037839,17426 m²,près de la mer,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17426.0,403.87
Jendouba,Tabarka,693911,10770 m²,,eau,,,10770.0,64.43
Jendouba,Balta,740099,4149 m²,,"sondage, eau",,titre foncier,4149.0,178.38
Jendouba,Bou Salem,4689828,16573 m²,,"sondage, eau",,"clôture, titre foncier",16573.0,282.98
Jendouba,Bou Salem,1113530,4166 m²,,"puit, eau",Olives,"clôture, titre foncier",4166.0,267.29
Jendouba,Balta,2625013,10413 m²,,"puit, eau",Olives,"clôture, titre foncier",10413.0,252.09
Jendouba,Balta,3587550,16105 m²,,"puit, eau",Olives,"clôture, titre foncier",16105.0,222.76
Jendouba,Bou Salem,2816616,12115 m²,,"sondage, eau",,"clôture, titre foncier",12115.0,232.49
Jendouba,Bou Salem,695498,1628 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",1628.0,427.21
Jendouba,Bou Salem,4787309,9792 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",9792.0,488.9
Jendouba,Tabarka,7681279,19509 m²,près de la mer,"puit, électricité",Olives,"clôture, titre foncier",19509.0,393.73
Jendouba,Bou Salem,4072964,10693 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",10693.0,380.9
Jendouba,Balta,906958,4377 m²,,"puit, eau",,"clôture, titre foncier",4377.0,207.21
Jendouba,Balta,5420819,11875 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",11875.0,456.49
Jendouba,Balta,2261704,13026 m²,,"sondage, eau",,titre foncier,13026.0,173.63
Jendouba,Tabarka,5391494,11851 m²,près de la mer,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",11851.0,454.94
Jendouba,Bou Salem,5174662,15139 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",15139.0,341.81
Jendouba,Balta,6806622,15703 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",15703.0,433.46
Jendouba,Tabarka,1423466,4965 m²,,"sondage, eau",,"clôture, titre foncier",4965.0,286.7
Jendouba,Bou Salem,1507687,7445 m²,,"sondage, eau",,"clôture, titre foncier",7445.0,202.51
Jendouba,Tabarka,2133418,13136 m²,,"puit, eau",Olives,titre foncier,13136.0,162.41
Jendouba,Bou Salem,2043027,5466 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",5466.0,373.77
Jendouba,Tabarka,7445678,18926 m²,près de la mer,"puit, électricité",Oliviers,"clôture, titre foncier",18926.0,393.41
Jendouba,Balta,3210434,9214 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",9214.0,348.43
Jendouba,Balta,877411,2380 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",2380.0,368.66
Jendouba,Tabarka,3264842,19444 m²,,"puit, eau",,titre foncier,19444.0,167.91
Jendouba,Bou Salem,1488202,3572 m²,près du centre,"sondage, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",3572.0,416.63
Jendouba,Tabarka,1050384,4976 m²,,"puit, eau",Olives,"clôture, titre foncier",4976.0,211.09
Jendouba,Bou Salem,1378511,4989 m²,,"sondage, eau",Olives,"clôture, titre foncier",4989.0,276.31
Jendouba,Tabarka,4629825,16719 m²,,"puit, eau",Olives,"clôture, titre foncier",16719.0,276.92
Jendouba,Balta,1415838,7355 m²,,"puit, eau",Olives,titre foncier,7355.0,192.5
Jendouba,Balta,3725153,12317 m²,,"puit, électricité",Olives,"clôture, titre foncier",12317.0,302.44
Jendouba,Bou Salem,4588282,19129 m²,,"puit, eau",,"clôture, titre foncier",19129.0,239.86
Jendouba,Bou Salem,4634176,17577 m²,,"sondage, eau",Olives,"clôture, titre foncier",17577.0,263.65
Jendouba,Tabarka,994985,9189 m²,,,,titre foncier,9189.0,108.28
Jendouba,Bou Salem,3817219,13983 m²,,"sondage, eau",,"clôture, titre foncier",13983.0,272.99
Jendouba,Balta,3072592,12659 m²,,"puit, eau",Olives,"clôture, titre foncier",12659.0,242.72
Jendouba,Balta,670024,1943 m²,,"puit, électricité",Olives,"clôture, titre foncier",1943.0,344.84
Jendouba,Tabarka,3693356,18429 m²,,"puit, eau",Olives,"clôture, titre foncier",18429.0,200.41
Jendouba,Bou Salem,8198362,16504 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",16504.0,496.75
Jendouba,Bou Salem,2170818,10840 m²,,"puit, eau",Olives,"clôture, titre foncier",10840.0,200.26
Jendouba,Bou Salem,8095143,17797 m²,près du centre,"puit, eau, électricité",Céréales,"maison, garage, clôture, titre foncier",17797.0,454.86
Jendouba,Bou Salem,3894594,13545 m²,,"sondage, eau",Olives,"clôture, titre foncier",13545.0,287.53
Jendouba,Balta,1297205,3279 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",3279.0,395.61
Jendouba,Tabarka,6088385,18860 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",18860.0,322.82
Jendouba,Tabarka,451710,2222 m²,,"puit, eau",,"clôture, titre foncier",2222.0,203.29
Jendouba,Balta,7974516,17782 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17782.0,448.46
Jendouba,Bou Salem,2625652,13762 m²,,"sondage, eau",Olives,titre foncier,13762.0,190.79
Jendouba,Tabarka,2014110,12906 m²,,"sondage, eau",Olives,titre foncier,12906.0,156.06
Jendouba,Tabarka,2550706,6672 m²,près de la mer,"sondage, électricité",Céréales,"clôture, titre foncier",6672.0,382.3
Jendouba,Bou Salem,2426094,7697 m²,,"sondage, électricité",Olives,"clôture, titre foncier",7697.0,315.2
Jendouba,Tabarka,4873958,11539 m²,près de la mer,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",11539.0,422.39
Jendouba,Balta,1480761,7206 m²,,"puit, eau",Olives,"clôture, titre foncier",7206.0,205.49
Jendouba,Bou Salem,5413753,15639 m²,,"puit, électricité",Céréales,"clôture, titre foncier",15639.0,346.17
Jendouba,Bou Salem,2581294,9622 m²,,"sondage, eau",Olives,"clôture, titre foncier",9622.0,268.27
Jendouba,Tabarka,6302165,14359 m²,près de la mer,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",14359.0,438.9
Jendouba,Bou Salem,995980,6961 m²,,,,titre foncier,6961.0,143.08
Jendouba,Tabarka,360939,5352 m²,,eau,,,5352.0,67.44
Jendouba,Tabarka,858687,1763 m²,près de la mer,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",1763.0,487.06
Jendouba,Balta,6172861,15916 m²,près du centre,"puit, électricité",Céréales,"clôture, titre foncier",15916.0,387.84
Jendouba,Bou Salem,8397776,17977 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17977.0,467.14
Jendouba,Balta,1395493,4263 m²,,"sondage, électricité",Céréales,"clôture, titre foncier",4263.0,327.35
Jendouba,Balta,4372743,12727 m²,,"sondage, électricité",Olives,"clôture, titre foncier",12727.0,343.58
Jendouba,Tabarka,562505,2528 m²,,"sondage, eau",Olives,"clôture, titre foncier",2528.0,222.51
Jendouba,Tabarka,7114512,18813 m²,près de la mer,"sondage, électricité",Céréales,"clôture, titre foncier",18813.0,378.17
Jendouba,Balta,1181264,18861 m²,,eau,,,18861.0,62.63
